web-scraper-order,web-scraper-start-url,size
"1728486848-2205","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","126.9 Mbytes"
"1728486848-2206","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","107.0 Mbytes"
"1728486848-2207","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","107.4 Mbytes"
"1728486848-2208","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","106.2 Mbytes"
"1728486848-2209","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","97.34 Mbytes"
"1728486848-2210","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","100.3 Mbytes"
"1728486848-2211","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","124.1 Mbytes"
"1728486848-2212","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","126.1 Mbytes"
"1728486848-2213","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","145.8 Mbytes"
"1728486848-2214","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","149.9 Mbytes"
"1728486848-2215","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","156.7 Mbytes"
"1728486848-2216","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","156.1 Mbytes"
"1728486848-2217","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","132.5 Mbytes"
"1728486848-2218","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","109.6 Mbytes"
"1728486848-2219","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","112.5 Mbytes"
"1728486848-2220","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","103.8 Mbytes"
"1728486848-2221","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","113.7 Mbytes"
"1728486848-2222","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","107.9 Mbytes"
"1728486848-2223","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","129.3 Mbytes"
"1728486848-2224","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","134.2 Mbytes"
"1728486848-2225","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","150.8 Mbytes"
"1728486848-2226","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","151.1 Mbytes"
"1728486848-2227","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","156.3 Mbytes"
"1728486848-2228","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","156.9 Mbytes"
"1728486848-2229","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","136.1 Mbytes"
"1728486848-2230","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","130.2 Mbytes"
"1728486848-2231","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","111.0 Mbytes"
"1728486848-2232","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","113.4 Mbytes"
"1728486848-2233","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","114.4 Mbytes"
"1728486848-2234","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","93.44 Mbytes"
"1728486848-2235","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","117.8 Mbytes"
"1728486848-2236","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","133.7 Mbytes"
"1728486848-2237","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","151.4 Mbytes"
"1728486848-2238","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","144.3 Mbytes"
"1728486848-2239","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","153.5 Mbytes"
"1728486848-2240","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","152.7 Mbytes"
"1728486848-2241","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","132.0 Mbytes"
"1728486848-2242","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","121.6 Mbytes"
"1728486848-2243","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","110.9 Mbytes"
"1728486848-2244","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","111.5 Mbytes"
"1728486848-2245","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","111.2 Mbytes"
"1728486848-2246","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","105.1 Mbytes"
"1728486848-2247","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","126.2 Mbytes"
"1728486848-2248","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","142.0 Mbytes"
"1728486848-2249","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","154.7 Mbytes"
"1728486848-2250","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","144.0 Mbytes"
"1728486848-2251","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","148.6 Mbytes"
"1728486848-2252","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","152.3 Mbytes"
"1728486848-2253","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","132.1 Mbytes"
"1728486848-2254","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","127.5 Mbytes"
"1728486848-2255","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","117.1 Mbytes"
"1728486848-2256","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","113.4 Mbytes"
"1728486848-2257","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","103.2 Mbytes"
"1728486848-2258","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","106.4 Mbytes"
"1728486848-2259","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","127.9 Mbytes"
"1728486848-2260","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","125.6 Mbytes"
"1728486848-2261","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","155.0 Mbytes"
"1728486848-2262","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","151.4 Mbytes"
"1728486848-2263","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","160.7 Mbytes"
"1728486848-2264","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","154.4 Mbytes"
"1728486848-2265","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","136.0 Mbytes"
"1728486848-2266","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","114.1 Mbytes"
"1728486848-2267","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","113.8 Mbytes"
"1728486848-2268","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","110.6 Mbytes"
"1728486848-2269","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","117.1 Mbytes"
"1728486848-2270","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","101.6 Mbytes"
"1728486848-2271","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","116.8 Mbytes"
"1728486848-2272","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","129.2 Mbytes"
"1728486848-2273","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","144.5 Mbytes"
"1728486848-2274","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","146.0 Mbytes"
"1728486848-2275","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","154.4 Mbytes"
"1728486848-2276","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","163.1 Mbytes"
"1728486848-2277","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","133.0 Mbytes"
"1728486848-2278","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","126.5 Mbytes"
"1728486848-2279","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","109.3 Mbytes"
"1728486848-2280","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","109.7 Mbytes"
"1728486848-2281","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","106.3 Mbytes"
"1728486848-2282","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","101.2 Mbytes"
"1728486848-2283","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","118.6 Mbytes"
"1728486848-2284","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","122.6 Mbytes"
"1728486848-2285","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","149.6 Mbytes"
"1728486848-2286","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","150.8 Mbytes"
"1728486848-2287","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","150.8 Mbytes"
"1728486848-2288","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","152.9 Mbytes"
"1728486848-2289","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","140.2 Mbytes"
"1728486848-2290","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","119.3 Mbytes"
"1728486848-2291","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","101.4 Mbytes"
"1728486848-2292","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","106.3 Mbytes"
"1728486848-2293","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","111.7 Mbytes"
"1728486848-2294","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","100.3 Mbytes"
"1728486848-2295","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","118.5 Mbytes"
"1728486848-2296","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","132.3 Mbytes"
"1728486848-2297","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","149.1 Mbytes"
"1728486848-2298","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","147.1 Mbytes"
"1728486848-2299","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","160.4 Mbytes"
"1728486848-2300","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","158.5 Mbytes"
"1728486848-2301","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","134.4 Mbytes"
"1728486848-2302","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","133.1 Mbytes"
"1728486848-2303","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","114.6 Mbytes"
"1728486848-2304","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","113.3 Mbytes"
"1728486848-2305","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","106.3 Mbytes"
"1728486848-2306","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","103.3 Mbytes"
"1728486848-2307","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","113.7 Mbytes"
"1728486848-2308","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","126.7 Mbytes"
"1728486848-2309","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","145.3 Mbytes"
"1728486848-2310","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","152.1 Mbytes"
"1728486848-2311","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","155.5 Mbytes"
"1728486848-2312","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","152.1 Mbytes"
"1728486848-2313","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","145.6 Mbytes"
"1728486848-2314","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","128.5 Mbytes"
"1728486848-2315","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","109.6 Mbytes"
"1728486848-2316","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","103.3 Mbytes"
"1728486848-2317","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","105.7 Mbytes"
"1728486848-2318","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","101.3 Mbytes"
"1728486848-2319","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","112.3 Mbytes"
"1728486848-2320","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","129.7 Mbytes"
"1728486848-2321","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","150.7 Mbytes"
"1728486848-2322","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","148.0 Mbytes"
"1728486848-2323","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","161.2 Mbytes"
"1728486848-2324","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","153.1 Mbytes"
"1728486848-2325","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","138.1 Mbytes"
"1728486848-2326","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","115.8 Mbytes"
"1728486848-2327","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","106.2 Mbytes"
"1728486848-2328","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","108.3 Mbytes"
"1728486848-2329","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","106.5 Mbytes"
"1728486848-2330","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","98.77 Mbytes"
"1728486848-2331","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","119.3 Mbytes"
"1728486848-2332","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","124.8 Mbytes"
"1728486848-2333","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","154.1 Mbytes"
"1728486848-2334","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","146.3 Mbytes"
"1728486848-2335","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","154.8 Mbytes"
"1728486848-2336","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","154.5 Mbytes"
"1728486848-2337","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","139.6 Mbytes"
"1728486848-2338","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","124.7 Mbytes"
"1728486848-2339","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","105.7 Mbytes"
"1728486848-2340","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","98.18 Mbytes"
"1728486848-2341","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","98.23 Mbytes"
"1728486848-2342","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","95.29 Mbytes"
"1728486848-2343","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","115.7 Mbytes"
"1728486848-2344","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","120.5 Mbytes"
"1728486848-2345","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","138.7 Mbytes"
"1728486848-2346","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","143.5 Mbytes"
"1728486848-2347","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","153.9 Mbytes"
"1728486848-2348","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","150.2 Mbytes"
"1728486848-2349","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","126.9 Mbytes"
"1728486848-2350","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","121.2 Mbytes"
"1728486848-2351","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","102.7 Mbytes"
"1728486848-2352","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","104.6 Mbytes"
"1728486848-2353","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","117.8 Mbytes"
"1728486848-2354","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","92.42 Mbytes"
"1728486848-2355","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","114.3 Mbytes"
"1728486848-2356","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","123.8 Mbytes"
"1728486848-2357","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","145.9 Mbytes"
"1728486848-2358","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","139.5 Mbytes"
"1728486848-2359","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","155.4 Mbytes"
"1728486848-2360","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","153.8 Mbytes"
"1728486848-2361","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","131.8 Mbytes"
"1728486848-2362","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","125.4 Mbytes"
"1728486848-2363","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","103.6 Mbytes"
"1728486848-2364","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","101.1 Mbytes"
"1728486848-2365","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","104.6 Mbytes"
"1728486848-2366","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","97.61 Mbytes"
"1728486848-2367","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","112.6 Mbytes"
"1728486848-2368","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","123.2 Mbytes"
"1728486848-2369","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","142.8 Mbytes"
"1728486848-2370","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","143.5 Mbytes"
"1728486848-2371","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","158.5 Mbytes"
"1728486848-2372","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","146.3 Mbytes"
"1728486848-2373","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","133.7 Mbytes"
"1728486848-2374","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","121.5 Mbytes"
"1728486848-2375","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","103.4 Mbytes"
"1728486848-2376","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","104.3 Mbytes"
"1728486848-2377","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","94.58 Mbytes"
"1728486848-2378","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","87.30 Mbytes"
"1728486848-2379","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","108.4 Mbytes"
"1728486848-2380","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","115.8 Mbytes"
"1728486848-2381","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","145.1 Mbytes"
"1728486848-2382","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","148.4 Mbytes"
"1728486848-2383","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","153.2 Mbytes"
"1728486848-2384","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","150.5 Mbytes"
"1728486848-2385","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","132.3 Mbytes"
"1728486848-2386","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","130.8 Mbytes"
"1728486848-2387","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","98.50 Mbytes"
"1728486848-2388","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","106.9 Mbytes"
"1728486848-2389","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","104.9 Mbytes"
"1728486848-2390","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","93.53 Mbytes"
"1728486848-2391","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","107.7 Mbytes"
"1728486848-2392","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","118.5 Mbytes"
"1728486848-2393","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","142.9 Mbytes"
"1728486848-2394","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","136.2 Mbytes"
"1728486848-2395","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","154.3 Mbytes"
"1728486848-2396","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","151.0 Mbytes"
"1728486848-2397","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","124.2 Mbytes"
"1728486848-2398","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","120.6 Mbytes"
"1728486848-2399","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","102.4 Mbytes"
"1728486848-2400","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","109.4 Mbytes"
"1728486848-2401","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","98.10 Mbytes"
"1728486848-2402","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","92.10 Mbytes"
"1728486848-2403","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","114.0 Mbytes"
"1728486848-2404","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","130.5 Mbytes"
"1728486848-2405","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","143.3 Mbytes"
"1728486848-2406","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","151.3 Mbytes"
"1728486848-2407","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","156.5 Mbytes"
"1728486848-2408","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","157.1 Mbytes"
"1728486848-2409","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","137.6 Mbytes"
"1728486848-2410","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","111.5 Mbytes"
"1728486848-2411","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","110.0 Mbytes"
"1728486848-2412","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","93.56 Mbytes"
"1728486848-2413","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","104.1 Mbytes"
"1728486848-2414","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","90.89 Mbytes"
"1728486848-2415","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","97.58 Mbytes"
"1728486848-2416","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","127.4 Mbytes"
"1728486848-2417","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","143.8 Mbytes"
"1728486848-2418","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","144.7 Mbytes"
"1728486848-2419","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","149.4 Mbytes"
"1728486848-2420","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","152.4 Mbytes"
"1728486848-2421","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","133.0 Mbytes"
"1728486848-2422","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","122.7 Mbytes"
"1728486848-2423","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","107.8 Mbytes"
"1728486848-2424","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","106.8 Mbytes"
"1728486848-2425","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","105.1 Mbytes"
"1728486848-2426","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","99.94 Mbytes"
"1728486848-2427","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","115.9 Mbytes"
"1728486848-2428","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","121.0 Mbytes"
"1728486848-2429","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","139.5 Mbytes"
"1728486848-2430","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","143.7 Mbytes"
"1728486848-2431","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","155.1 Mbytes"
"1728486848-2432","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","151.0 Mbytes"
"1728486848-2433","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","123.1 Mbytes"
"1728486848-2434","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","126.7 Mbytes"
"1728486848-2435","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","99.45 Mbytes"
"1728486848-2436","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","100.5 Mbytes"
"1728486848-2437","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","97.07 Mbytes"
"1728486848-2438","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","86.78 Mbytes"
"1728486848-2439","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","113.4 Mbytes"
"1728486848-2440","https://psl.noaa.gov/thredds/catalog/Datasets/NARR/pressure/catalog.html","122.8 Mbytes"
